Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.91776271928404,1.40552759630168,3.42214614922985,3.81109019636681,3.91402875394738,4.99586090263904,4.16581760729689,6.86860886265184,1.00762267839971,-2.92840018378425,3.08949464358115,3.14688136648287,1.76222254955427,2.32912252230449,2.87003603874221,0.659176889011206,1.00139442897607,3.17072986626918,2.01363921173214,1.65604085428095
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.879681025444839,11.658134654294,8.49120981898056,14.7216670121033,33.6293718524659,17.3325337350837,0.648262014094541,3.27149957888643,3.05269153196825,4.21769555189633,13.550100859549,0.0828697984381677,8.88257607170316,5.70000136285864,6.89998504532167,2.7676756848447,-6.25552708545281,-2.98869598553931,2.37403780037783,3.24718191743432
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.32693841912362,3.3030473125087,3.10697053227061,4.09104768470421,7.20953970945035,5.74283048945117,6.31717634314714,4.90532450356156,3.52953055326518,-1.5642394429907,5.84417729578996,6.11091882913644,5.31862800041417,4.04500429814895,1.76673978363868,2.3037670361239,1.71108928867399,1.18857258229856,3.94932089095181,1.05444255073994
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.49150849150845,8.33991054985508,9.13064594463357,10.0356030262571,10.1112234580385,11.3957759412307,12.7194790206907,14.2313880356882,9.65428937259911,9.39981317141519,10.6361404632298,9.55091409001017,7.85962749328517,7.76861528412817,7.42452365619906,7.04185620085329,6.84872842271704,6.94620009249279,6.75161439114392,6.10856062651904
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.92486148314592,1.67789830769955,2.50398046550686,3.91827190359832,5.33302206745236,4.82876110795085,6.71686869844402,6.73819469090975,3.28344618616541,1.13964864548062,4.49465897070922,6.94789198173555,3.91263576716115,5.13399351995669,4.49903000110974,2.95590137527523,2.08738250162794,1.35936086788746,2.5153244557176,3.32221278858155
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.847878616072,2.33290710182874,2.3249448613998,2.1038716355305,1.91965980712281,2.83754786988332,2.6469554759412,0.800042348955387,3.9999719914434,3.2001131115091,3.79993345468068,4.09984695496956,3.2002729031888,4.49987421530828,2.10000643830286,1.11614058271805,3.3206800249451,3.81570211280726,3.43076413622954,2.71525946491546
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-6.91092731652098,-2.10017302488849,2.94776518359771,5.57782231144421,6.73837393324294,6.13515115548975,5.32097956548998,6.25947776437401,6.22589426869192,2.85506401011484,7.10797657581392,6.8746708900163,7.08689894671942,8.48195663608757,9.47028809714084,6.91618781026789,2.39937909829004,3.72694765333267,5.82112109989339,4.38452888103882
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.57598039215685,3.80260190016178,4.58187006145742,0.813264074715363,3.47663162277505,7.75575897797003,6.23599701269603,-1.58222275043937,5.57223323509915,7.46894248407692,8.75160145933474,3.42066568060181,3.79997131252208,3.4407052491938,6.77991615766737,2.64648587686472,-2.80001878768313,-1.80100122457118,1.60000000009966,-0.89999999818528
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.83316666121128,3.49046952173897,3.29175316222172,4.25547683953901,4.33657481056198,3.87087332584213,7.2377327451858,8.16789615043734,4.64959823286546,-0.970548312824846,4.95186384401947,4.3071016599247,4.79691991858162,2.26902740046155,3.51533856391144,3.63173144154423,4.245989878198,3.86019845392708,2.6603752941224,2.08385993806746
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.06840005722563,0.121371915505208,-1.66764213810366,-1.3595359429474,1.23177283994622,1.72124736749562,1.51584236326204,1.76503678407165,2.54284147638732,3.25145371844515,2.01763859212427,-4.38725478852275,10.7065041034855,8.88942130155425,8.79407739027734,8.84285994958891,7.17920782392478,7.35963718400244,6.79348796730912,6.85233458692178
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.2789036358935,3.34669870369608,5.11601334958038,5.64029004650651,4.16041210124092,4.31403687563694,5.00080914392574,5.26638753556922,1.75964210669018,-7.35941808880543,-1.49643076958475,-0.309789162342938,-2.23764754122368,-0.54854848857066,-0.103928497193934,2.4371709276448,3.48370307569121,3.13913464000225,2.69468922813843,2.93606563981361
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.9147601740486,3.18502990449461,1.42482126141282,3.79274022304334,5.77053807021559,11.2016564219094,12.0658631129953,7.26213696647943,4.11682804164681,1.4513054307407,2.39035229650723,2.80230083647626,3.01490028898772,2.74760256257211,1.04757663187654,4.43814195922121,0.513761467889907,1.80905439941586,2.24848039303581,..
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.96530533779965,3.95254311293556,3.72296107739243,2.62327774290677,5.02630865496818,4.85299032410138,4.71381636337046,5.09805723302415,3.64680704220955,-2.01526267041886,2.01470653623484,0.401443113805456,-3.446811823115,-6.55307755845473,-1.86371685653697,3.37466850315001,6.74659936224045,4.36123796615959,4.05663229153157,3.23009031446846
Czech Republic,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.26674135904462,2.90876488054445,1.65249405419866,3.60298946034922,4.90656376316664,6.53346880507935,6.85352233442428,5.6026436836669,2.68228272581928,-4.80257209234594,2.27342005374092,1.77783318558407,-0.799844280980295,-0.483671041809359,2.71511613330348,5.30923851823553,2.45054238635723,4.3526035198277,2.84605767659059,2.56593123327613
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.74686261409498,0.823153020719275,0.466345549014747,0.390058528624792,2.66821929069209,2.33664132484286,3.91300794127373,0.909238959176889,-0.512016734783217,-4.9065477294027,1.87099110975051,1.33677777779432,0.22649979701626,0.933340957051087,1.61939381663372,2.3425904296801,3.24595766559814,2.036165206055,2.39132968541817,2.36584645609345
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.06154324233921,7.69608557567065,6.65265037178067,5.40309984307834,8.40766266610518,7.47031842181347
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.33950740701536,-0.0628022598172748,-2.82887853073447,6.35339159438826,3.05069469500575,0.656233109773297,4.65875948315227,6.35375942154477,7.12074190133816,-1.16975715418296,0.672795628982044,-0.223550688234681,-1.05900024335192,-0.999940631175406,4.44794736481393,-2.69110892388451,2.55649491313986,-6.79942797028076,2.26457023430542,5.66368018488018
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.6617622800146,2.45951636772917,4.49510340292099,-1.34570618506442,2.57013427930197,9.4282369467968,9.1743554058408,7.41595171481455,3.20950426157955,0.946155167790636,8.33965105962218,3.13342300326755,2.71736789670562,4.87520509332271,7.05046368965911,6.9270187716221,6.65920026269582,4.66670467732366,6.98252758458058,5.08717603728121
